Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;020;047;538;  ;000;28087;Blanks, Kris;01;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:14;073;112;T112;999; CUT;;  00000000000;  16;          2;108;         13;          2;44;          1;;              3;066;00000000310;384;00000000603;00000000002;71;00000003955;00000000014;126;          2;00000000008;00000000014;  47;00000000004;00000000001;;000;          3.750;001;         31.333;001;         35.083;00000000002;        141.667;004;         44.000;001;         86.000;003;         96.667;003;  ;;     39.667;          1;;;     39.667;          1;     95.250;          2;;;     24.667;          1;;;00000000018;  00000000013;82;        697.500;00000000018;  93;00000000013;    403.417;93;00000000004;    159.583;53;00000000003;    114.083;00000000001;     45.500;  00000000002;00000000002;00000000000;00000000002;00000000005;89;     46.333;          5;74;00000000000;00000000002;00000000002;00000000002;00000000000;00000000000;00000000000;00000000001;00000000000;00000000002;00000000002;00000000002;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000033;00000000024;00000000004;00000000001;00000000014;     34.417;00000000633;00000000009;00000000009;00000000005;00000000004;  00000000004;00000000003;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;         18;         16;116;          3;            2;32;00000000007;00000000005;58;00000000021;00000000018;65;00000000001;00000000000;90;00000000004;00000000000;41;00000000002;00000000000;37;00000000005;00000000000;30;;         12;113; 2.107-;
R;2014;020;047;538;  ;000;28132;Van Aswegen, Tyrone;01;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:46;070;071; T71;065; T65;;  00000000000;  16;          7;8;          6;          4;102;          1;;              5;119;00000000349;2;00000000617;00000000002;43;00000004173;00000000014;43;          7;00000000009;00000000014;  29;00000000001;00000000003;;000;         53.750;001;         41.583;002;         95.333;00000000003;         82.250;004;         28.583;001;         15.500;001;        183.667;004;  ;;;;;;;;     32.750;          2;;;;;     90.917;          2;00000000018;  00000000014;53;        583.667;00000000018;  43;00000000013;    405.333;95;00000000004;    123.667;28;00000000001;     63.417;00000000003;     60.250;  00000000004;00000000000;00000000002;00000000000;00000000004;120;     37.417;          3;96;00000000000;00000000003;00000000000;00000000000;00000000000;00000000001;00000000000;00000000001;00000000000;00000000002;00000000000;00000000000;00000000001;00000000002;29;           17.167;00000000002;00000000000;00000000000;00000000031;00000000024;00000000006;00000000001;00000000012;     22.917;00000000992;00000000014;00000000014;00000000001;00000000000;  00000000001;00000000001;00000000000;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;         16;         15;81;          3;            1;96;00000000002;00000000001;84;00000000019;00000000016;78;00000000004;00000000000;90;00000000002;00000000000;41;00000000002;00000000001;15;00000000004;00000000001;11;          2;         12;47; 1.143-;
R;2014;020;047;538;  ;000;28455;Claxton, Will;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:55;073;058; T58;071;  71;;  00000000000;  15;          3;92;         10;          5;121;;;              5;112;00000000324;143;00000000605;00000000002;75;00000004160;00000000014;51;          6;00000000007;00000000014;  78;00000000001;00000000004;         13.083;001;         24.083;001;         59.750;002;         96.917;00000000004;         55.917;002;         29.083;001;        100.750;002;         94.583;004;  ;;;;     16.917;          1;     16.917;          1;    151.417;          2;;;     53.500;          1;;;00000000018;  00000000007;131;        671.333;00000000018;  87;00000000013;    377.250;77;00000000004;    221.833;113;00000000000;;00000000004;    221.833;  00000000003;00000000001;00000000001;00000000006;00000000011;51;    117.083;         10;86;00000000002;00000000002;00000000000;00000000000;00000000001;00000000002;00000000000;00000000000;00000000004;00000000008;00000000001;00000000001;00000000000;00000000003;63;           34.583;00000000002;00000000001;00000000364;00000000027;00000000013;00000000007;00000000000;00000000010;     16.750;00000001019;00000000011;00000000011;00000000000;00000000000;  00000000001;00000000001;00000000002;00000000000;00000000003;00000000002;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;         12;         12;1;          6;            3;65;00000000006;00000000003;94;00000000018;00000000015;96;00000000002;00000000000;78;00000000004;00000000001;33;00000000002;00000000001;6;00000000001;00000000000;32;          2;          9;25;   .144;
R;2014;020;047;538;  ;000;28475;Overton, Jeff;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;06:55;068;002;  T2;009;  T9;;  00000000000;  15;          6;15;          9;          3;78;;;              3;064;00000000327;101;00000000609;00000000002;66;00000004157;00000000014;54;          5;00000000010;00000000014;  15;00000000002;00000000001;         13.917;001;         50.583;001;         44.750;002;        109.250;00000000004;         82.417;004;         19.167;001;         35.417;002;        221.750;003;  ;;;;;;;;;;      4.500;          1;     29.750;          1;     47.250;          1;00000000018;  00000000015;16;        654.333;00000000018;  77;00000000014;    468.000;113;00000000003;     81.500;20;00000000002;     77.000;00000000001;      4.500;  00000000003;00000000001;00000000001;00000000001;00000000003;105;     30.833;          3;73;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000002;00000000000;00000000000;00000000001;00000000001;1;           14.750;00000000001;00000000000;00000000000;00000000031;00000000026;00000000006;00000000001;00000000012;     24.750;00000001256;00000000012;00000000012;00000000001;00000000001;  00000000002;00000000001;00000000001;00000000000;00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;         15;         14;95;          4;            1;116;00000000004;00000000001;122;00000000019;00000000015;118;00000000002;00000000001;18;00000000002;00000000000;44;00000000002;00000000001;6;00000000006;00000000001;21;          3;         12;18;   .537;
R;2014;020;047;538;  ;000;28486;Putnam, Michael;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:11;069;095; T95;999; CUT;;  00000000000;  15;          4;58;         12;          2;38;;;              2;032;00000000338;35;00000000617;00000000002;47;00000004153;00000000014;56;          6;00000000005;00000000014;  124;00000000001;00000000006;;000;         26.250;002;         15.583;001;         41.833;00000000003;         21.500;001;         34.500;002;         31.333;002;         81.417;002;       20.917;          1;;;;;     20.917;          1;     80.000;          2;     98.667;          2;;;     35.417;          1;00000000018;  00000000014;34;        607.083;00000000018;  53;00000000010;    210.583;19;00000000006;    235.000;55;00000000000;;00000000006;    235.000;  00000000003;00000000001;00000000001;00000000002;00000000004;52;     61.250;          3;120;00000000001;00000000002;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;63;            9.167;00000000001;00000000001;00000000278;00000000029;00000000025;00000000005;00000000000;00000000012;     37.417;00000000805;00000000007;00000000007;00000000004;00000000004;  00000000000;00000000000;00000000003;00000000003;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;         11;         11;1;          7;            6;13;00000000005;00000000005;1;00000000018;00000000017;13;00000000000;00000000000;;00000000003;00000000000;44;00000000003;00000000000;22;00000000005;00000000000;32;;         11;108;   .960;
R;2014;020;047;538;  ;000;28500;Flores, Martin;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:36;072;088; T88;999; CUT;;  00000000000;  15;          4;58;          9;          5;121;;;              5;112;00000000333;62;00000000657;00000000002;5;00000004137;00000000014;70;          5;00000000007;00000000014;  78;00000000003;00000000001;;000;         11.500;001;         52.667;002;         64.167;00000000003;        110.167;003;         53.917;001;         32.000;001;         84.583;003;  ;;;;     16.917;          1;     16.917;          1;     53.083;          1;;;     19.917;          1;;;00000000018;  00000000009;127;        707.333;00000000017;  121;00000000011;    344.833;94;00000000003;     89.917;28;00000000003;     89.917;00000000000;;  00000000002;00000000002;00000000000;00000000004;00000000009;83;     44.500;          8;32;00000000001;00000000002;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000003;00000000006;00000000000;00000000000;00000000000;00000000002;63;           18.833;00000000002;00000000000;00000000000;00000000027;00000000014;00000000009;00000000000;00000000009;     13.500;00000000786;00000000013;00000000013;00000000001;00000000001;  00000000001;00000000000;00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000000;00000000000;00000000002;00000000000;         15;         14;95;          4;            2;65;00000000003;00000000002;61;00000000019;00000000016;87;00000000004;00000000002;18;00000000002;00000000000;44;00000000001;00000000000;22;00000000001;00000000000;32;          2;          8;18;  .233-;
R;2014;020;047;538;  ;000;29221;Simpson, Webb;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:33;063;001;   1;001;   1;;  00000000000;  15;          9;1;          8;          1;15;;;              1;009;00000000336;48;00000000574;00000000002;120;00000004130;00000000014;74;          3;00000000009;00000000014;  29;00000000001;00000000003;;000;;000;         44.000;005;         44.000;00000000005;         41.333;002;         19.667;001;        113.583;004;         60.417;002;  ;;     47.917;          1;     12.083;          1;     60.000;          2;      8.667;          1;;;;;;;00000000018;  00000000015;16;        405.750;00000000018;  1;00000000014;    279.000;13;00000000003;     68.667;15;00000000002;     56.583;00000000001;     12.083;  00000000001;00000000003;00000000000;00000000002;00000000003;26;       .833;          2;3;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000024;00000000021;00000000012;00000000000;00000000006;      8.250;00000001534;00000000009;00000000009;00000000000;00000000000;  00000000000;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000002;00000000002;00000000000;00000000000;          9;          9;1;          5;            5;1;00000000003;00000000003;1;00000000014;00000000014;1;00000000004;00000000002;18;00000000002;00000000001;14;00000000000;00000000000;;00000000004;00000000001;10;          4;         10;4;  4.995;
R;2014;020;047;538;  ;000;29222;Hurley III, Billy;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;12:55;070;058; T58;048; T48;;  00000000000;  15;          3;92;         13;          2;38;;;              2;032;00000000324;143;00000000606;00000000002;72;00000004019;00000000014;109;          4;00000000010;00000000014;  15;00000000001;00000000003;;000;          9.500;001;         50.667;002;         60.167;00000000003;         21.167;001;        130.500;004;         25.000;001;        175.167;004;  ;;;;;;;;     39.500;          2;     31.417;          1;     39.417;          1;;;00000000018;  00000000015;16;        619.917;00000000018;  61;00000000013;    412.000;98;00000000004;    110.333;22;00000000001;     39.417;00000000003;     70.917;  00000000003;00000000001;00000000001;00000000002;00000000003;26;     54.167;          3;116;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;00000000001;00000000001;00000000000;00000000001;63;           27.917;00000000001;00000000000;00000000000;00000000033;00000000029;00000000004;00000000001;00000000014;     30.500;00000001325;00000000011;00000000010;00000000003;00000000003;  00000000000;00000000000;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000001;00000000000;00000000002;00000000002;         14;         13;101;          6;            3;65;00000000003;00000000001;118;00000000020;00000000016;113;00000000001;00000000000;78;00000000004;00000000001;33;00000000001;00000000000;22;00000000007;00000000001;27;          2;         13;55;  .148-;
R;2014;020;047;538;  ;000;29289;Noh, Seung-Yul;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:11;065;013; T13;057; T57;;  00000000001;  1;          6;15;          9;          2;38;;;              2;032;00000000339;33;00000000626;00000000002;33;00000004108;00000000014;84;          5;00000000006;00000000014;  100;00000000002;00000000005;;000;;000;          2.583;001;          2.583;00000000001;         48.167;003;         28.083;002;         37.250;002;         56.250;002;  ;;;;     34.083;          1;     34.083;          1;     15.250;          1;     86.500;          2;     75.833;          1;     57.583;          1;00000000018;  00000000016;6;        516.500;00000000017;  28;00000000010;    172.333;4;00000000006;    269.250;81;00000000002;     72.833;00000000004;    196.417;  00000000003;00000000001;00000000001;00000000001;00000000002;52;          0;          1;1;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;1;            8.000;00000000002;00000000001;00000000910;00000000028;00000000027;00000000007;00000000001;00000000010;     19.333;00000000757;00000000012;00000000012;00000000003;00000000002;  00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;         16;         14;122;          2;            2;1;00000000002;00000000001;94;00000000018;00000000016;57;00000000001;00000000000;78;00000000003;00000000000;44;00000000003;00000000001;10;00000000003;00000000000;32;          1;         10;72;  .321-;
R;2014;020;047;538;  ;000;29425;Svoboda, Andrew;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;13:05;067;019; T19;015; T15;;  00000000000;  15;          4;58;         14;;1;;;;001;00000000317;251;00000000613;00000000002;53;00000004158;00000000014;52;          8;00000000011;00000000014;  4;00000000000;00000000000;;000;          7.167;002;         16.417;001;         23.583;00000000003;         76.333;003;         45.667;002;         77.833;002;        208.917;005;  ;;;;;;;;;;;;;;;;00000000018;  00000000015;16;        660.250;00000000018;  80;00000000015;    432.333;76;00000000000;;;00000000000;;00000000000;;  00000000004;00000000000;00000000002;00000000003;00000000003;1;     19.500;          3;38;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000002;00000000002;00000000000;00000000000;00000000000;00000000001;63;           26.833;00000000001;00000000000;00000000000;00000000031;00000000028;00000000006;00000000001;00000000012;     37.583;00000000896;00000000010;00000000010;00000000004;00000000003;  00000000002;00000000001;00000000002;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         16;         14;122;          2;            1;65;00000000004;00000000002;94;00000000018;00000000015;96;00000000002;00000000002;1;00000000002;00000000001;14;00000000000;00000000000;;00000000009;00000000000;32;          3;         13;22;  .609-;
R;2014;020;047;538;  ;000;29476;Reifers, Kyle;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:20;068;037; T37;067; T67;;  00000000000;  15;          7;9;          8;          2;38;          1;;              3;064;00000000337;40;00000000626;00000000002;33;00000004100;00000000014;87;          6;00000000010;00000000014;  15;00000000003;00000000000;;000;         44.500;001;        118.917;004;        163.417;00000000005;         25.667;001;         32.833;002;         61.667;002;        188.333;003;       34.750;          1;;;;;     34.750;          1;      9.917;          1;;;     21.167;          1;     71.083;          1;00000000018;  00000000013;61;        704.167;00000000018;  105;00000000013;    471.917;122;00000000004;    136.917;41;00000000002;     92.250;00000000002;     44.667;  00000000003;00000000001;00000000001;00000000002;00000000005;94;     15.333;          4;15;00000000001;00000000001;00000000001;00000000001;00000000000;00000000001;00000000000;00000000001;00000000002;00000000003;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000001;00000000417;00000000028;00000000021;00000000006;00000000000;00000000011;     12.000;00000001158;00000000012;00000000012;00000000001;00000000001;  00000000001;00000000000;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000001;00000000001;00000000000;         14;         13;101;          4;            1;116;00000000002;00000000000;126;00000000018;00000000014;123;00000000000;00000000000;;00000000002;00000000001;14;00000000003;00000000001;10;00000000005;00000000001;16;          3;         10;9;  1.082;
R;2014;020;047;538;  ;000;29478;Kisner, Kevin;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:20;073;113;T113;999; CUT;;  00000000000;  15;          4;58;         10;          2;38;          2;;              4;086;00000000317;251;00000000614;00000000002;51;00000004116;00000000014;79;          5;00000000009;00000000014;  29;00000000000;00000000003;;000;;000;         78.417;004;         78.417;00000000004;         18.833;002;         25.667;001;         16.583;002;        285.833;004;  ;;;;     17.667;          1;     17.667;          1;;;     48.000;          1;;;;;00000000018;  00000000013;61;        684.000;00000000018;  93;00000000013;    425.333;106;00000000002;     65.667;38;00000000000;;00000000002;     65.667;  00000000002;00000000002;00000000001;00000000001;00000000005;120;    130.833;          4;128;00000000000;00000000002;00000000000;00000000000;00000000001;00000000004;00000000000;00000000000;00000000000;00000000001;00000000000;00000000000;00000000001;00000000003;56;           27.500;00000000001;00000000000;00000000000;00000000029;00000000023;00000000007;00000000000;00000000011;     25.500;00000001174;00000000007;00000000007;00000000003;00000000003;  00000000002;00000000002;00000000001;00000000001;00000000004;00000000003;00000000001;00000000000;00000000000;00000000000;00000000001;00000000000;         12;         12;1;          7;            4;60;00000000008;00000000006;39;00000000019;00000000016;87;00000000002;00000000000;78;00000000002;00000000001;14;00000000002;00000000000;22;00000000004;00000000001;10;          2;         10;36;   .869;
R;2014;020;047;538;  ;000;29479;Brown, Scott;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:33;077;095; T95;999; CUT;;  00000000000;  15;          2;112;          9;          6;129;          1;;              7;130;00000000319;213;00000000618;00000000002;44;00000004036;00000000014;104;          4;00000000007;00000000014;  78;00000000003;00000000002;;000;         55.667;002;;000;         55.667;00000000002;         43.583;003;         14.583;001;         27.250;001;        167.917;003;  ;;;;;;;;    132.917;          3;     41.917;          1;;;;;00000000018;  00000000011;105;        694.417;00000000017;  116;00000000010;    309.000;90;00000000004;    174.833;74;00000000002;     82.750;00000000002;     92.083;  00000000004;00000000000;00000000000;00000000001;00000000007;126;     95.083;          4;124;00000000001;00000000003;00000000000;00000000000;00000000000;00000000002;00000000000;00000000000;00000000001;00000000004;00000000000;00000000000;00000000000;00000000001;63;           14.667;00000000001;00000000001;00000000267;00000000029;00000000021;00000000006;00000000001;00000000011;     29.500;00000000471;00000000012;00000000012;00000000003;00000000003;  00000000000;00000000000;00000000002;00000000002;00000000001;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;         15;         15;1;          3;            2;37;00000000003;00000000002;61;00000000018;00000000017;13;00000000003;00000000000;78;00000000002;00000000000;44;00000000000;00000000000;;00000000006;00000000000;32;;         11;108; 1.309-;
R;2014;020;047;538;  ;000;29518;Steele, Brendan;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;07:04;067;013; T13;057; T57;;  00000000001;  1;          7;9;          6;          3;78;          1;;              4;086;00000000360;1;00000000607;00000000002;70;00000004313;00000000014;3;          9;00000000011;00000000014;  4;00000000001;00000000002;;000;          3.000;001;         31.167;003;         34.167;00000000004;         52.750;001;         71.333;002;         59.667;003;        169.083;004;  ;;;;     63.667;          2;     63.667;          2;     11.417;          1;;;;;;;00000000018;  00000000014;34;        553.083;00000000018;  30;00000000014;    387.000;66;00000000003;     75.083;19;00000000001;     36.500;00000000002;     38.583;  00000000004;00000000000;00000000001;00000000000;00000000004;127;     93.167;          4;121;00000000000;00000000002;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000003;00000000000;00000000000;00000000000;00000000001;63;  ;00000000000;00000000001;00000000968;00000000028;00000000020;00000000007;00000000001;00000000010;     27.417;00000000791;00000000011;00000000011;00000000001;00000000001;  00000000002;00000000002;00000000000;00000000000;00000000001;00000000000;00000000001;00000000001;00000000001;00000000001;00000000001;00000000000;         14;         14;1;          4;            2;65;00000000004;00000000003;39;00000000018;00000000016;57;00000000003;00000000000;78;00000000003;00000000001;26;00000000000;00000000000;;00000000004;00000000000;32;          1;         10;72;  .418-;
R;2014;020;047;538;  ;000;29535;Garnett, Brice;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:11;068;019; T19;053; T53;;  00000000000;  15;          5;32;         12;;1;          1;;              1;009;00000000331;69;00000000601;00000000002;86;00000004087;00000000014;92;          5;00000000012;00000000014;  1;00000000001;00000000001;;000;         12.750;001;;000;         12.750;00000000001;         98.083;004;         97.167;003;        121.083;004;        122.167;003;  ;;     84.750;          1;;;     84.750;          1;;;      3.417;          1;;;;;00000000018;  00000000015;16;        638.083;00000000018;  68;00000000015;    451.250;87;00000000002;     88.167;77;00000000001;     84.750;00000000001;      3.417;  00000000003;00000000001;00000000001;00000000002;00000000003;26;     50.750;          3;114;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000002;00000000001;00000000001;00000000000;00000000000;00000000001;00000000002;35;            4.333;00000000001;00000000000;00000000000;00000000029;00000000026;00000000007;00000000000;00000000011;     32.750;00000000989;00000000007;00000000007;00000000002;00000000002;  00000000002;00000000002;00000000001;00000000001;00000000001;00000000001;00000000001;00000000001;00000000003;00000000003;00000000000;00000000000;         11;         11;1;          6;            6;1;00000000005;00000000005;1;00000000017;00000000017;1;00000000003;00000000001;34;00000000001;00000000000;44;00000000001;00000000000;22;00000000007;00000000000;32;          1;         12;93;  2.283;
R;2014;020;047;538;  ;000;29720;Gonzales, Andres;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;08:20;067;072; T72;999; CUT;;  00000000000;  15;          6;15;         10;          2;38;;;              2;032;00000000353;4;00000000640;00000000002;18;00000004204;00000000014;26;          7;00000000008;00000000014;  53;00000000002;00000000002;;000;;000;         36.833;002;         36.833;00000000002;         62.667;003;         78.500;004;         11.583;001;         85.417;002;  ;;;;     77.083;          2;     77.083;          2;      5.250;          1;     22.250;          1;;;     44.833;          1;00000000018;  00000000014;34;        465.000;00000000018;  7;00000000012;    275.000;31;00000000005;    149.417;27;00000000003;     82.333;00000000002;     67.083;  00000000003;00000000001;00000000001;00000000002;00000000004;52;     23.333;          4;34;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;00000000001;00000000002;00000000002;00000000000;00000000001;63;           21.917;00000000001;00000000000;00000000000;00000000029;00000000023;00000000007;00000000000;00000000011;     20.750;00000001125;00000000012;00000000012;00000000002;00000000001;  00000000002;00000000002;00000000001;00000000000;00000000001;00000000001;00000000000;00000000000;00000000000;00000000000;00000000001;00000000000;         16;         15;87;          3;            1;106;00000000004;00000000003;39;00000000019;00000000016;87;00000000002;00000000000;78;00000000001;00000000000;44;00000000004;00000000001;20;00000000003;00000000001;6;          2;         10;36;  .424-;
R;2014;020;047;538;  ;000;29926;Lee, Danny;02;Shriners Hospitals for Children Open;TPC Summerlin;71;07243;11:30;071;095; T95;999; CUT;;  00000000000;  15;          3;92;         12;          3;78;;;              3;064;00000000323;160;00000000615;00000000002;50;00000004088;00000000014;91;          5;00000000008;00000000014;  53;00000000003;00000000002;;000;;000;         44.333;002;         44.333;00000000002;         45.500;001;         62.750;003;         81.750;002;        194.333;004;  ;;;;     23.667;          1;     23.667;          1;     59.667;          1;     38.833;          1;;;     32.167;          1;00000000018;  00000000014;34;        787.917;00000000018;  128;00000000012;    428.667;120;00000000004;    154.333;54;00000000003;    122.167;00000000001;     32.167;  00000000004;00000000000;00000000001;00000000002;00000000004;52;     57.500;          4;105;00000000000;00000000002;00000000000;00000000000;00000000001;00000000001;00000000000;00000000000;00000000001;00000000003;00000000000;00000000000;00000000002;00000000002;1;            4.500;00000000002;00000000000;00000000000;00000000032;00000000027;00000000006;00000000002;00000000012;     42.500;00000000757;00000000010;00000000010;00000000004;00000000004;  00000000000;00000000000;00000000002;00000000001;00000000001;00000000000;00000000001;00000000001;00000000002;00000000001;00000000000;00000000000;         14;         14;1;          6;            3;65;00000000004;00000000002;94;00000000020;00000000017;77;00000000001;00000000001;1;00000000001;00000000000;44;00000000002;00000000000;22;00000000008;00000000000;32;          1;         12;93;  .537-;
